aed,aud,bnd,cad,chf,cny,egp,eur,gbp,hkd,idr,inr,jpy,khr,krw,mmk,npr,nzd,php,pkr,sar,sgd,thb,twd,usd,vnd,xdr,date,indicator
0.877496,2.9484,2.5693,3.0346,3.5609,0.529,0.468,4.3838,5.2925,0.415729,0.00027,0.051725,0.031487,0.000802,0.003049,0.003292,0.032354,2.6419,0.073736,0.029719,0.859352,2.5692,0.100078,0.109003,3.223,0.000153,4.948,2013-12-01,start
0.8846,2.9181,2.5811,3.054,3.6335,0.5349,0.471,4.4507,5.322,0.4191,0.0003,0.0525,0.0314,0.0008,0.0031,0.0033,0.0328,2.6706,0.0736,0.0303,0.8664,2.5811,0.1004,0.1093,3.2493,0.0002,4.9981,2013-12-01,avg
0.893411,2.9299,2.5942,3.0808,3.695,0.5422,0.4729,4.5263,5.4076,0.423179,0.000269,0.053051,0.031281,0.000822,0.003108,0.003338,0.033171,2.6969,0.073908,0.03106,0.874962,2.5943,0.099757,0.110092,3.2815,0.000155,5.0535,2013-12-01,end
0.897359,2.9484,2.6018,3.0967,3.695,0.5432,0.4777,4.5274,5.4277,0.425033,0.000271,0.053243,0.031661,0.000824,0.003122,0.003362,0.033277,2.7,0.07427,0.031334,0.878851,2.6018,0.101189,0.110092,3.296,0.000156,5.0899,2013-12-01,high
0.8997,2.9268,2.5961,3.0265,3.655,0.5461,0.4748,4.5031,5.447,0.426,0.0003,0.0532,0.0318,0.0008,0.0031,0.0034,0.0333,2.7338,0.0735,0.0313,0.8811,2.5962,0.1003,0.1097,3.3044,0.0002,5.0746,2014-01-01,avg
0.910984,2.9226,2.6224,2.9915,3.734,0.5523,0.4806,4.5676,5.5396,0.430819,0.000274,0.053297,0.032693,0.000839,0.003126,0.003414,0.033334,2.7374,0.07379,0.031761,0.892172,2.6228,0.101409,0.110229,3.346,0.000159,5.1511,2014-01-01,end
0.910984,2.9498,2.6224,3.096,3.7369,0.553,0.4806,4.5761,5.5491,0.430856,0.000274,0.053914,0.032693,0.000839,0.003126,0.003414,0.033719,2.7668,0.073954,0.031761,0.892172,2.6228,0.101518,0.110349,3.346,0.000159,5.1607,2014-01-01,high
0.88715,2.9036,2.5725,2.9793,3.5946,0.5391,0.4684,4.4484,5.3783,0.42021,0.000267,0.052692,0.031135,0.000812,0.003075,0.003318,0.032914,2.6959,0.072972,0.030916,0.868829,2.5724,0.09869,0.108715,3.2585,0.000155,4.994,2014-01-01,low
0.892458,2.9251,2.593,3.083,3.6755,0.5418,0.4718,4.5127,5.4374,0.422725,0.000269,0.053007,0.031135,0.000814,0.00312,0.003331,0.033142,2.6981,0.073954,0.031042,0.874028,2.593,0.09962,0.109805,3.278,0.000155,5.0481,2014-01-01,start
0.9007,2.9692,2.6129,2.9936,3.7007,0.544,0.4752,4.52,5.4785,0.4264,0.0003,0.0532,0.0324,0.0008,0.0031,0.0034,0.0332,2.744,0.0738,0.0315,0.8821,2.6129,0.1014,0.1092,3.3082,0.0002,5.0932,2014-02-01,avg
0.892595,2.9356,2.5876,2.9464,3.6901,0.5318,0.471,4.492,5.4685,0.422408,0.000282,0.052788,0.032207,0.000819,0.003074,0.003352,0.033027,2.7518,0.073328,0.031239,0.874185,2.5876,0.100444,0.10813,3.2785,0.000155,5.0533,2014-02-01,end
0.909679,3.0114,2.6329,3.0293,3.7322,0.5514,0.48,4.5667,5.5335,0.430729,0.000282,0.053597,0.032968,0.000836,0.003126,0.003406,0.033522,2.7749,0.074258,0.031686,0.890929,2.6332,0.102026,0.110154,3.3413,0.000158,5.1353,2014-02-01,high
0.891914,2.9302,2.5876,2.9448,3.6722,0.5318,0.4706,4.4869,5.4159,0.422195,0.000273,0.052788,0.031944,0.000819,0.003058,0.003343,0.033012,2.7024,0.073314,0.0312,0.873518,2.5876,0.100444,0.107985,3.276,0.000155,5.0533,2014-02-01,low
0.908658,2.9527,2.6262,3.0096,3.696,0.5507,0.4795,4.5081,5.4398,0.429808,0.000274,0.05323,0.032968,0.000832,0.003077,0.003406,0.033273,2.7024,0.073461,0.031635,0.889917,2.6261,0.101459,0.110058,3.3375,0.000158,5.1111,2014-02-01,start
0.886741,2.9233,2.5755,2.9288,3.6754,0.5251,0.4679,4.4815,5.435,0.419687,0.000282,0.052857,0.031647,0.000812,0.003057,0.003351,0.033029,2.7399,0.072795,0.031226,0.868452,2.5751,0.10066,0.107266,3.257,0.000154,5.0319,2014-03-01,low
0.892867,2.9233,2.588,2.9676,3.7284,0.5334,0.4706,4.5183,5.4919,0.422591,0.000283,0.052976,0.032336,0.00082,0.003062,0.003357,0.033144,2.7399,0.073334,0.031263,0.874452,2.5881,0.10066,0.10825,3.2795,0.000155,5.0747,2014-03-01,start
0.901171,3.042,2.6047,2.9751,3.7559,0.5348,0.4756,4.565,5.4941,0.426329,0.000291,0.054801,0.032347,0.000825,0.003081,0.003448,0.034296,2.846,0.073824,0.033741,0.882584,2.6049,0.10211,0.108424,3.31,0.000157,5.1159,2014-03-01,high
0.8938,2.9779,2.5901,2.9548,3.7278,0.5319,0.4716,4.5382,5.4563,0.423,0.0003,0.0538,0.0321,0.0008,0.0031,0.0034,0.0337,2.7978,0.0733,0.0328,0.8754,2.5901,0.1013,0.108,3.283,0.0002,5.0807,2014-03-01,avg
0.889872,3.0173,2.5928,2.9547,3.683,0.5251,0.4691,4.4934,5.4354,0.421321,0.000288,0.054575,0.03177,0.000812,0.003065,0.003401,0.034098,2.83,0.072795,0.033328,0.871519,2.5927,0.100771,0.107266,3.2685,0.000155,5.0457,2014-03-01,end
0.887,3.0337,2.5948,2.9626,3.6887,0.5235,0.4666,4.4978,5.4534,0.4201,0.0003,0.054,0.0318,0.0008,0.0031,0.0034,0.0338,2.8052,0.073,0.0334,0.8687,2.5948,0.1008,0.1078,3.2579,0.0002,5.0431,2014-04-01,avg
0.889465,3.0326,2.6001,2.9813,3.6964,0.5215,0.4667,4.5107,5.4973,0.421389,0.000283,0.054131,0.031908,0.00081,0.003167,0.003407,0.033822,2.7982,0.073376,0.033192,0.871109,2.6001,0.101225,0.108136,3.267,0.000155,5.0659,2014-04-01,end
0.894352,3.0555,2.6032,2.9813,3.7094,0.5285,0.4711,4.5239,5.5021,0.423458,0.000291,0.054815,0.032026,0.000831,0.003167,0.003422,0.03426,2.8283,0.073408,0.033908,0.875918,2.6031,0.10141,0.108452,3.285,0.000156,5.0724,2014-04-01,high
0.879514,3.0181,2.5838,2.9443,3.6548,0.5207,0.4632,4.4555,5.4104,0.416618,0.000281,0.053491,0.031465,0.000804,0.003074,0.003367,0.033397,2.7796,0.072433,0.032931,0.861386,2.5841,0.100201,0.107216,3.2305,0.000153,4.9934,2014-04-01,low
0.887694,3.0207,2.59,2.9505,3.6856,0.5259,0.468,4.4915,5.4341,0.420327,0.000289,0.054328,0.031574,0.000812,0.003074,0.003396,0.034014,2.8283,0.072771,0.033169,0.869386,2.5902,0.100617,0.107216,3.2605,0.000154,5.0395,2014-04-01,start
0.872968,2.962,2.5588,2.9392,3.578,0.5142,0.4496,4.3678,5.3797,0.413579,0.000276,0.05373,0.031472,0.00079,0.003129,0.00333,0.033586,2.7336,0.073216,0.032427,0.854941,2.5587,0.098078,0.106433,3.2065,0.000152,4.9439,2014-05-01,low
0.89002,3.0453,2.6096,2.9836,3.7168,0.5228,0.4665,4.5312,5.5197,0.42166,0.000283,0.054963,0.031977,0.000818,0.003176,0.003409,0.034397,2.8343,0.073908,0.033137,0.871629,2.6096,0.100911,0.108328,3.269,0.000155,5.0765,2014-05-01,high
0.89002,3.0318,2.6096,2.9827,3.7158,0.5223,0.4665,4.5312,5.5197,0.42166,0.000283,0.05432,0.031939,0.00081,0.00317,0.003409,0.033958,2.8185,0.073366,0.033137,0.871629,2.6096,0.100911,0.108328,3.269,0.000155,5.0765,2014-05-01,start
0.879,3.0046,2.5793,2.9653,3.6345,0.5176,0.4555,4.4355,5.4397,0.4164,0.0003,0.0545,0.0317,0.0008,0.0031,0.0034,0.034,2.7795,0.0735,0.0327,0.8608,2.5794,0.0993,0.1072,3.2285,0.0002,4.9954,2014-05-01,avg
0.875318,2.9954,2.5626,2.9678,3.5814,0.515,0.4496,4.3737,5.3797,0.414681,0.000277,0.054524,0.031655,0.000791,0.00315,0.003338,0.034087,2.7336,0.073356,0.032564,0.857208,2.5624,0.098078,0.107217,3.215,0.000152,4.9536,2014-05-01,end
0.8762,3.0143,2.5718,2.9711,3.592,0.5165,0.4501,4.3762,5.44,0.4152,0.0003,0.0539,0.0315,0.0008,0.0032,0.0033,0.0337,2.7745,0.0735,0.0327,0.8581,2.5719,0.099,0.1073,3.2184,0.0002,4.9592,2014-06-01,avg
0.874129,3.0235,2.5703,3.0076,3.6033,0.5172,0.449,4.3806,5.4672,0.41421,0.000269,0.053477,0.03169,0.00079,0.003173,0.003306,0.033447,2.8108,0.073589,0.032528,0.856042,2.5703,0.098937,0.107513,3.2105,0.000151,4.9574,2014-06-01,end
0.880627,3.0349,2.5803,3.0076,3.6137,0.5192,0.4524,4.4014,5.4874,0.417279,0.000275,0.054545,0.03169,0.000803,0.003173,0.003352,0.034108,2.8198,0.073788,0.032871,0.862384,2.5807,0.099552,0.107792,3.2345,0.000153,4.9844,2014-06-01,high
0.870542,2.9857,2.5564,2.9249,3.559,0.5125,0.4472,4.3355,5.3678,0.41245,0.000265,0.053369,0.031183,0.000787,0.003143,0.003294,0.033345,2.7221,0.073275,0.032436,0.852496,2.5563,0.098083,0.106569,3.1975,0.00015,4.9252,2014-06-01,low
0.877632,2.9879,2.5667,2.9707,3.5989,0.5159,0.4508,4.3933,5.3974,0.415742,0.000275,0.054483,0.031597,0.0008,0.003149,0.003347,0.034069,2.7334,0.073483,0.032676,0.859474,2.5668,0.098083,0.107432,3.2235,0.000152,4.9657,2014-06-01,start
0.8669,2.9897,2.5615,2.9708,3.5527,0.5135,0.4453,4.3171,5.4434,0.4108,0.0003,0.053,0.0313,0.0008,0.0031,0.0033,0.0332,2.7717,0.0732,0.0323,0.849,2.5616,0.0991,0.1064,3.1842,0.0001,4.912,2014-07-01,avg
0.868216,2.9729,2.5602,2.925,3.5104,0.5166,0.446,4.2721,5.3964,0.411481,0.000275,0.052969,0.031029,0.000784,0.003108,0.003288,0.033106,2.7121,0.073429,0.032277,0.850298,2.5602,0.099875,0.10641,3.189,0.00015,4.8893,2014-07-01,end
0.873448,3.0337,2.5732,3.0133,3.6163,0.5172,0.4487,4.3908,5.5017,0.413925,0.000276,0.053814,0.031611,0.000789,0.003176,0.0033,0.033665,2.8113,0.073544,0.032527,0.855353,2.5736,0.099875,0.107364,3.208,0.000151,4.9641,2014-07-01,high
0.863179,2.9729,2.5512,2.925,3.5042,0.5114,0.4434,4.2614,5.3862,0.40906,0.000268,0.052714,0.031029,0.000779,0.003082,0.00327,0.032943,2.7048,0.072984,0.03211,0.845388,2.5514,0.098087,0.105734,3.1705,0.000149,4.8777,2014-07-01,low
0.873448,3.0216,2.5732,3.0067,3.6163,0.5172,0.4487,4.3908,5.487,0.413925,0.000272,0.053329,0.031611,0.000789,0.003171,0.0033,0.03332,2.8097,0.073544,0.032509,0.855353,2.5736,0.09889,0.107359,3.208,0.00015,4.9592,2014-07-01,start
0.857053,2.9349,2.5248,2.8819,3.4354,0.5123,0.4403,4.1493,5.2188,0.40618,0.000269,0.05181,0.030323,0.000771,0.003093,0.003249,0.032388,2.6364,0.072078,0.030922,0.839366,2.5248,0.098699,0.105095,3.148,0.000148,4.7789,2014-08-01,low
0.875839,2.9846,2.5686,2.94,3.542,0.5224,0.4499,4.2975,5.4099,0.415006,0.000274,0.052809,0.031609,0.000789,0.003111,0.003323,0.033013,2.7259,0.073382,0.032561,0.857764,2.5689,0.099812,0.107174,3.217,0.000152,4.9261,2014-08-01,high
0.87279,2.9796,2.5681,2.9376,3.5273,0.5192,0.4484,4.2919,5.4099,0.413649,0.000272,0.052809,0.031155,0.000788,0.003103,0.003305,0.033013,2.7259,0.073382,0.032454,0.854777,2.568,0.099497,0.106796,3.2058,0.000151,4.9091,2014-08-01,start
0.8653,2.957,2.5458,2.9095,3.4937,0.5164,0.4445,4.2345,5.3116,0.4101,0.0003,0.0522,0.0309,0.0008,0.0031,0.0033,0.0326,2.6797,0.0726,0.0318,0.8475,2.5458,0.0993,0.106,3.1784,0.0001,4.8531,2014-08-01,avg
0.859504,2.9515,2.527,2.9067,3.4484,0.5139,0.4415,4.1609,5.2359,0.407347,0.00027,0.052182,0.030414,0.000772,0.003111,0.003261,0.032614,2.6413,0.072292,0.030936,0.841766,2.527,0.09878,0.10561,3.157,0.000149,4.7928,2014-08-01,end
0.8762,2.9131,2.5469,2.9243,3.4379,0.5243,0.4501,4.152,5.2491,0.4151,0.0003,0.0529,0.03,0.0008,0.0031,0.0033,0.033,2.6196,0.0728,0.0314,0.8581,2.5469,0.0999,0.1069,3.2181,0.0002,4.8299,2014-09-01,avg
0.890737,2.8632,2.5705,2.9347,3.4406,0.5323,0.4575,4.1527,5.3193,0.421449,0.000269,0.053081,0.029922,0.000799,0.003106,0.003304,0.033174,2.5519,0.072959,0.03187,0.872179,2.5702,0.101074,0.107431,3.2715,0.000154,4.8658,2014-09-01,end
0.891282,2.9756,2.5705,2.9563,3.4672,0.5332,0.4578,4.1841,5.3495,0.421813,0.000272,0.053362,0.030289,0.000799,0.003125,0.003321,0.033351,2.646,0.072959,0.03189,0.872922,2.5702,0.10119,0.10765,3.2735,0.000154,4.8811,2014-09-01,high
0.862771,2.8493,2.5294,2.8943,3.4023,0.5157,0.4432,4.1047,5.1299,0.408895,0.000269,0.052229,0.029644,0.000776,0.003077,0.003266,0.032643,2.5355,0.072631,0.030962,0.844965,2.5294,0.098854,0.105951,3.169,0.00015,4.7706,2014-09-01,low
0.862771,2.9469,2.5309,2.9083,3.4433,0.5157,0.4432,4.1571,5.2548,0.408895,0.00027,0.052229,0.030236,0.000776,0.003115,0.003274,0.032643,2.646,0.072642,0.030962,0.844965,2.5307,0.098854,0.105951,3.169,0.00015,4.8117,2014-09-01,start
0.8899,2.8703,2.5661,2.916,3.4347,0.5337,0.4572,4.1488,5.2585,0.4214,0.0003,0.0533,0.0303,0.0008,0.0031,0.0033,0.0333,2.5746,0.073,0.0318,0.8713,2.5663,0.1007,0.1075,3.2688,0.0002,4.8587,2014-10-01,avg
0.893968,2.8975,2.5697,2.9341,3.4323,0.5374,0.4592,4.1385,5.252,0.423399,0.000272,0.053516,0.030015,0.000802,0.003105,0.003274,0.033447,2.5771,0.073239,0.031894,0.875215,2.5701,0.101062,0.108117,3.2835,0.000154,4.8621,2014-10-01,end
0.895726,2.8975,2.5797,2.9376,3.4842,0.5381,0.4601,4.2065,5.3141,0.424212,0.000272,0.053629,0.030961,0.000804,0.003121,0.003329,0.033466,2.6129,0.073298,0.03199,0.876959,2.5801,0.10133,0.108295,3.29,0.000155,4.9009,2014-10-01,high
0.88142,2.8455,2.55,2.8902,3.3961,0.5279,0.4528,4.1084,5.2083,0.417432,0.000266,0.05275,0.029832,0.000789,0.003011,0.003265,0.032934,2.5454,0.072535,0.031585,0.863126,2.5504,0.099807,0.106607,3.2375,0.000152,4.8101,2014-10-01,low
0.893596,2.8483,2.5711,2.9268,3.4325,0.5347,0.459,4.1409,5.3141,0.422679,0.000269,0.05312,0.029868,0.000799,0.003086,0.003329,0.033199,2.5526,0.073039,0.031988,0.87485,2.571,0.101125,0.107682,3.282,0.000155,4.8658,2014-10-01,start
0.901715,2.8901,2.5722,2.9338,3.4282,0.5414,0.4632,4.134,5.2893,0.427055,0.000274,0.053867,0.029379,0.000809,0.00308,0.003312,0.033667,2.5714,0.073625,0.032218,0.883141,2.5722,0.101533,0.108649,3.312,0.000156,4.8962,2014-11-01,start
0.901715,2.8581,2.5695,2.9249,3.4282,0.5414,0.4632,4.134,5.2365,0.427055,0.000273,0.053867,0.02837,0.000809,0.003002,0.003185,0.033667,2.5661,0.073625,0.032218,0.883141,2.57,0.101526,0.108173,3.312,0.000156,4.8733,2014-11-01,low
0.917098,2.9379,2.5899,2.9772,3.514,0.5495,0.4711,4.222,5.3389,0.43448,0.000277,0.054432,0.029379,0.000826,0.003092,0.003325,0.034033,2.663,0.075022,0.033109,0.89768,2.5893,0.102628,0.109483,3.3685,0.000157,4.938,2014-11-01,high
0.9104,2.8927,2.581,2.952,3.4693,0.546,0.4677,4.1735,5.2796,0.4312,0.0003,0.0542,0.0288,0.0008,0.003,0.0033,0.0339,2.6176,0.0744,0.0328,0.8913,2.581,0.102,0.1089,3.344,0.0002,4.9069,2014-11-01,avg
0.917098,2.8615,2.5856,2.9685,3.4883,0.5481,0.4711,4.1929,5.2916,0.43448,0.000276,0.054423,0.028473,0.000826,0.003044,0.00328,0.034015,2.6391,0.075022,0.033089,0.89768,2.5856,0.102628,0.108833,3.3685,0.000157,4.9323,2014-11-01,end
0.9475,2.8701,2.6455,3.018,3.5672,0.5621,0.4868,4.2896,5.4405,0.4488,0.0003,0.0555,0.0292,0.0009,0.0032,0.0034,0.0347,2.6985,0.0779,0.0345,0.9273,2.6456,0.1057,0.1109,3.4803,0.0002,5.0714,2014-12-01,avg
0.951512,2.8664,2.6451,3.0119,3.5353,0.5637,0.4888,4.2513,5.4396,0.450575,0.000281,0.055174,0.029255,0.000858,0.003201,0.00339,0.034484,2.7399,0.078066,0.034604,0.931367,2.6449,0.10627,0.110682,3.495,0.000163,5.0621,2014-12-01,end
0.953976,2.9133,2.6735,3.0612,3.6269,0.5692,0.4901,4.3559,5.4954,0.452056,0.000284,0.056594,0.029808,0.00086,0.003205,0.003422,0.035371,2.7399,0.078416,0.034843,0.933554,2.6735,0.106555,0.11234,3.504,0.000164,5.1245,2014-12-01,high
0.931923,2.8317,2.6218,2.9887,3.526,0.5566,0.4787,4.2427,5.3658,0.441359,0.000272,0.05466,0.028746,0.000839,0.003078,0.003332,0.034163,2.6635,0.076483,0.033608,0.91201,2.6217,0.104376,0.109832,3.423,0.00016,5.0097,2014-12-01,low
0.935735,2.9027,2.6257,3.0054,3.5559,0.5591,0.4807,4.2798,5.3658,0.443224,0.00028,0.055299,0.028897,0.000842,0.003078,0.003347,0.034562,2.685,0.076497,0.033762,0.915703,2.626,0.104428,0.110657,3.437,0.00016,5.0326,2014-12-01,start
0.9756,2.8966,2.6792,2.9676,3.8091,0.5762,0.4936,4.1696,5.4324,0.4622,0.0003,0.0577,0.0303,0.0009,0.0033,0.0035,0.036,2.7395,0.0804,0.0356,0.9543,2.6792,0.1094,0.1133,3.5835,0.0002,5.1027,2015-01-01,avg
0.98651,2.8207,2.6813,2.8691,3.9354,0.5797,0.4774,4.1042,5.4617,0.467422,0.000287,0.058629,0.030701,0.000889,0.003307,0.003542,0.036649,2.6383,0.082203,0.035841,0.964274,2.6814,0.110743,0.115019,3.6235,0.00017,5.1053,2015-01-01,end
0.989369,2.9737,2.7102,3.0279,4.1853,0.5828,0.5027,4.2461,5.5024,0.468785,0.00029,0.059104,0.03081,0.000891,0.003343,0.003545,0.03694,2.8012,0.082301,0.036016,0.966618,2.7103,0.111472,0.116104,3.634,0.00017,5.1439,2015-01-01,high
0.955596,2.8207,2.6463,2.8691,3.4933,0.5656,0.4774,4.0312,5.3656,0.45257,0.000279,0.055341,0.029172,0.000862,0.003186,0.003428,0.034588,2.6383,0.078366,0.03477,0.935389,2.6463,0.106726,0.110489,3.51,0.000164,5.0543,2015-01-01,low
0.955596,2.854,2.6463,3.0162,3.519,0.5656,0.4909,4.2324,5.4598,0.45257,0.000281,0.055341,0.029172,0.000862,0.003186,0.003428,0.034588,2.7227,0.078366,0.03477,0.935389,2.6463,0.106726,0.110741,3.51,0.000164,5.0853,2015-01-01,start
0.96718,2.7659,2.6316,2.8462,3.7898,0.5692,0.4656,4.036,5.3918,0.458245,0.00028,0.057373,0.029965,0.000871,0.003241,0.003469,0.035865,2.6248,0.080388,0.035156,0.946526,2.6317,0.109039,0.112853,3.5525,0.000166,5.0162,2015-02-01,low
0.991274,2.8556,2.6766,2.9087,3.8945,0.5821,0.4773,4.1449,5.6086,0.469386,0.000284,0.058556,0.030595,0.000897,0.003288,0.003538,0.036597,2.7366,0.082278,0.035801,0.970571,2.6769,0.111807,0.115174,3.641,0.000171,5.1387,2015-02-01,high
0.968677,2.7774,2.6448,2.866,3.8415,0.5694,0.4663,4.0785,5.3918,0.458854,0.000282,0.057794,0.030174,0.000872,0.003269,0.003481,0.036123,2.6351,0.080795,0.035176,0.947979,2.645,0.109242,0.113253,3.558,0.000167,5.0162,2015-02-01,start
0.9781,2.8013,2.6523,2.8759,3.8465,0.5747,0.471,4.0831,5.5125,0.4633,0.0003,0.0579,0.0303,0.0009,0.0033,0.0035,0.0362,2.6817,0.0812,0.0354,0.9576,2.6524,0.1103,0.114,3.5926,0.0002,5.0757,2015-02-01,avg
0.983202,2.8161,2.6618,2.8905,3.7981,0.576,0.4733,4.0495,5.5741,0.465628,0.000281,0.058477,0.030274,0.000891,0.003281,0.003496,0.036547,2.7261,0.081925,0.035457,0.962897,2.6618,0.111544,0.11477,3.6113,0.000169,5.107,2015-02-01,end
1.0022,2.8446,2.6725,2.9188,3.7561,0.5899,0.4825,3.9879,5.5167,0.4745,0.0003,0.0589,0.0306,0.0009,0.0033,0.0036,0.0368,2.7471,0.0827,0.0361,0.9814,2.6726,0.1128,0.117,3.6809,0.0002,5.1027,2015-03-01,avg
1.011926,2.8329,2.6996,2.9264,3.8358,0.5993,0.4871,4.0153,5.4935,0.479267,0.000284,0.059345,0.030903,0.000923,0.003342,0.003605,0.037091,2.7798,0.083111,0.036474,0.990789,2.6997,0.114231,0.118738,3.7165,0.000173,5.1418,2015-03-01,end
1.013463,2.8839,2.6996,2.9446,3.853,0.6017,0.4879,4.0586,5.6011,0.47983,0.000284,0.059491,0.031109,0.000924,0.003354,0.003605,0.037185,2.8033,0.083724,0.036542,0.992415,2.6997,0.114231,0.118738,3.7225,0.000174,5.1418,2015-03-01,high
0.98749,2.8032,2.6585,2.8925,3.6491,0.5781,0.4754,3.8801,5.4385,0.467659,0.000279,0.058491,0.030264,0.000884,0.003265,0.003511,0.036566,2.6891,0.081673,0.035591,0.96711,2.6584,0.112117,0.115418,3.627,0.00017,5.0442,2015-03-01,low
0.98749,2.8153,2.6587,2.9003,3.7983,0.5782,0.4754,4.0535,5.5849,0.467659,0.000279,0.058632,0.030264,0.000884,0.003291,0.003511,0.036647,2.729,0.08218,0.035611,0.96711,2.6584,0.112117,0.115418,3.627,0.00017,5.1046,2015-03-01,start
0.9898,2.8065,2.6922,2.9406,3.7792,0.5863,0.4765,3.9233,5.4289,0.469,0.0003,0.058,0.0304,0.0009,0.0033,0.0034,0.0362,2.754,0.0818,0.0357,0.9694,2.6923,0.1118,0.1173,3.6356,0.0002,5.0268,2015-04-01,avg
0.97208,2.8555,2.6992,2.9684,3.7972,0.5755,0.4681,3.9659,5.5071,0.460668,0.000276,0.056175,0.030016,0.000884,0.003334,0.003294,0.03511,2.7195,0.080065,0.035055,0.952121,2.7001,0.108625,0.116683,3.5705,0.000165,4.9881,2015-04-01,end
1.013463,2.8555,2.7295,2.9814,3.8183,0.5996,0.4879,3.983,5.5071,0.480298,0.000287,0.059622,0.031095,0.000926,0.003392,0.003587,0.037267,2.7988,0.083511,0.036583,0.992548,2.7296,0.11437,0.119082,3.7225,0.000172,5.1034,2015-04-01,high
0.968528,2.763,2.675,2.8915,3.7212,0.5731,0.4662,3.8689,5.3631,0.459026,0.000274,0.05601,0.029871,0.00088,0.003318,0.003294,0.035012,2.7126,0.080065,0.034913,0.948603,2.6752,0.108625,0.116414,3.5575,0.000165,4.9385,2015-04-01,low
1.003431,2.8137,2.6953,2.9136,3.7999,0.5949,0.4832,3.9735,5.4772,0.475226,0.000283,0.059108,0.030823,0.000915,0.003345,0.003582,0.036855,2.7555,0.082598,0.036166,0.982512,2.6953,0.113365,0.117842,3.6855,0.000171,5.0841,2015-04-01,start
0.981745,2.832,2.6993,2.9764,3.8554,0.5808,0.4726,4.0151,5.451,0.465149,0.000277,0.056734,0.030019,0.000894,0.003329,0.003317,0.035461,2.722,0.080789,0.035388,0.961536,2.6992,0.109422,0.117459,3.606,0.000167,5.0479,2015-05-01,start
0.994133,2.9025,2.716,2.9998,3.922,0.5888,0.4786,4.0832,5.6504,0.470982,0.000277,0.057296,0.030162,0.000901,0.003329,0.00335,0.03581,2.722,0.081964,0.03581,0.973681,2.7095,0.109422,0.119134,3.6515,0.000167,5.0916,2015-05-01,high
0.970991,2.7981,2.6878,2.9264,3.8215,0.5748,0.4676,3.9592,5.4251,0.460128,0.000272,0.055868,0.029403,0.000874,0.003272,0.003275,0.034918,2.6072,0.080148,0.035017,0.951016,2.6882,0.106233,0.116525,3.5665,0.000164,4.9919,2015-05-01,low
0.9811,2.8478,2.7018,2.9624,3.8669,0.5808,0.4723,4.0215,5.5822,0.4648,0.0003,0.0565,0.0298,0.0009,0.0033,0.0033,0.0353,2.6607,0.0808,0.0354,0.9609,2.6999,0.1075,0.1178,3.6036,0.0002,5.0638,2015-05-01,avg
0.994133,2.7981,2.7094,2.9401,3.8767,0.5888,0.4786,4.0011,5.5988,0.470982,0.000276,0.057296,0.029511,0.000894,0.003297,0.003335,0.03581,2.6072,0.081964,0.03581,0.973681,2.7095,0.108289,0.119134,3.6515,0.000167,5.0742,2015-05-01,end
1.018,2.8842,2.7779,3.0261,4.0119,0.6025,0.4901,4.1931,5.8189,0.4823,0.0003,0.0586,0.0302,0.0009,0.0034,0.0034,0.0366,2.6147,0.083,0.0367,0.997,2.7781,0.1108,0.121,3.7391,0.0002,5.2498,2015-06-01,avg
1.030671,2.9059,2.8095,3.0515,4.0709,0.6099,0.4961,4.2364,5.9527,0.488319,0.000284,0.059342,0.030946,0.000927,0.003384,0.003386,0.037089,2.5802,0.083899,0.037169,1.009292,2.8096,0.112045,0.122568,3.7855,0.000174,5.3119,2015-06-01,end
1.030671,2.9129,2.8095,3.0679,4.0709,0.6099,0.4961,4.2593,5.9527,0.488319,0.000284,0.059342,0.030946,0.000933,0.003399,0.003431,0.037089,2.679,0.083899,0.037169,1.009292,2.8096,0.112045,0.122568,3.7855,0.000174,5.3214,2015-06-01,high
0.99985,2.8087,2.7192,2.9479,3.8972,0.5925,0.4813,4.0214,5.6153,0.473733,0.000278,0.057635,0.029591,0.0009,0.003305,0.003344,0.036024,2.57,0.082387,0.036,0.979242,2.7194,0.109072,0.119373,3.6725,0.000168,5.1066,2015-06-01,low
0.99985,2.8087,2.7192,2.9479,3.8972,0.5925,0.4813,4.0214,5.6153,0.473733,0.000278,0.057635,0.029591,0.0009,0.003305,0.003378,0.036024,2.6086,0.082417,0.036,0.979242,2.7194,0.109171,0.119481,3.6725,0.000168,5.1066,2015-06-01,start
1.0349,2.8213,2.7934,2.965,3.9889,0.6122,0.4872,4.1846,5.9142,0.4904,0.0003,0.0597,0.0308,0.0009,0.0033,0.0032,0.0373,2.5306,0.0839,0.0373,1.0135,2.7934,0.1108,0.122,3.8011,0.0002,5.3096,2015-07-01,avg
1.039327,2.7906,2.7808,2.9383,3.9496,0.6148,0.4877,4.179,5.9595,0.492444,0.000283,0.059639,0.030805,0.000948,0.00327,0.003109,0.037277,2.5165,0.083625,0.037482,1.017946,2.7808,0.108668,0.120903,3.8175,0.000175,5.323,2015-07-01,end
1.039327,2.8902,2.8171,3.0183,4.0407,0.6148,0.4946,4.2313,5.9595,0.492444,0.000286,0.060112,0.031394,0.000948,0.003383,0.003375,0.037573,2.5597,0.084338,0.037482,1.017946,2.8171,0.112567,0.123084,3.8175,0.000175,5.3384,2015-07-01,high
